id|tituloPincipal|tituloOriginal|anoLancamento|tempoMinutos|genero|notaMedia|numeroVotos|generoArtista|personagem|nomeArtista|anoNascimento|anoFalecimento|profissao|titulosMaisConhecidos
tt0100888|Voodoo Dawn|Voodoo Dawn|1990|84|Horror|3.4|268|actor|Kevin|Kirk Baily|1963|2022|actor,miscellaneous,sound_department|tt1318514,tt4701182,tt0945513,tt1877832
tt0100943|Witchcraft II: The Temptress|Witchcraft II: The Temptress|1989|88|Horror|3.3|551|actress|Dolores|Delia Sheppard|1960|\N|actress|tt0100507,tt0146838,tt1670345,tt1596363
tt0101256|976-Evil II|976-Evil II|1991|93|Horror|4.3|1744|actor|Taylor|Philip McKeon|1964|2019|actor,producer,assistant_director|tt0073955,tt0105810,tt0113870,tt0366627
tt0101467|Black Demons|Demoni 3|1991|88|Horror|4.2|922|actress|Jessica|Sonia Curtis|1964|\N|actress,producer,director|tt0105562,tt0093560,tt1669571,tt3753432
tt0101474|Blood Massacre|Blood Massacre|1991|73|Horror|5.0|253|actress|Liz Parker|Robin London|\N|\N|actress|tt0101474
tt0101538|Campfire Tales|Campfire Tales|1991|88|Horror|4.6|360|actor|Ralph|Gunnar Hansen|1947|2015|actor,writer|tt1572315,tt2984576,tt0101538,tt0072271
tt0101636|Curse III: Blood Sacrifice|Curse III: Blood Sacrifice|1991|88|Horror|3.9|560|actor|Mletch|Henry Cele|1949|2007|actor|tt0116409,tt0200374,tt0107842,tt0086798
tt0101670|The House on Tombstone Hill|The Dead Come Home|1989|95|Horror|5.2|843|actor|Ron|Mark Zobian|\N|\N|actor,writer,producer|tt0133952,tt0123221,tt0287425,tt1838609
tt0102522|Nekromantik 2|Nekromantik 2|1991|104|Horror|5.2|3792|actress|\N|Simone Spörl|\N|\N|actress|tt0099963,tt0098486,tt0093608,tt0102522
tt0102545|No Telling|No Telling|1991|93|Horror|5.7|381|actor|Philip Brown|Richard Topol|\N|\N|actor,miscellaneous|tt0118437,tt0130121,tt0443272,tt1714204
tt0102772|Spiritual Trinity|Ling huan zhi zun|1991|93|Horror|6.1|100|actress|Mun|Siu-Fung Wong|1962|\N|actress|tt0089515,tt0093740,tt0097623,tt0094356
tt0103802|Beyond Darkness|La casa 5|1990|95|Horror|4.2|791|actor|Father Peter|Gene LeBrock|1961|\N|actor|tt0234151,tt0097874,tt0097380,tt0144910
tt0103807|Ghost Killer|Bei gwai wan|1992|92|Horror|5.8|14|actor|Lousy Chao|Fat Chung|\N|\N|actor,producer,miscellaneous|tt2154745,tt0091091,tt3503954,tt0101490
tt0103898|The Burning Moon|The Burning Moon|1992|86|Horror|5.1|1160|actor|Vater ('Julia's Love')|Alfons Sigllechner|\N|\N|actor|tt0144555,tt0163554,tt0103898
tt0103957|Children of the Night|Children of the Night|1991|92|Horror|4.7|1192|actor|Mark Gardner|Peter DeLuise|1966|\N|actor,director,producer|tt1286039,tt0118480,tt0092312,tt0374455
tt0104239|Papa, umer Ded Moroz|Papa, umer Ded Moroz|1991|81|Horror|6.3|252|actress|\N|Lyudmila Kozlovskaya|\N|\N|actress|tt0104239
tt0104335|The Ghosting|The Ghosting|1992|110|Horror|3.6|67|actor|Ralph Jessup|Charlie Shores|\N|\N|actor|tt0104335
tt0104409|Hellraiser III: Hell on Earth|Hellraiser III: Hell on Earth|1992|97|Horror|5.5|32262|actress|Joey Summerskill|Terry Farrell|1963|\N|actress|tt0174378,tt0106145,tt0104409,tt0090685
tt0104455|Painted Skin|Hua pi zhi: Yin yang fa wang|1992|94|Horror|5.6|256|actress|\N|Ting Chou|\N|\N|actress|tt0199877,tt0104455,tt0264477
tt0104568|The Johnsons|De Johnsons|1992|103|Horror|6.1|799|actress|Victoria Lucas|Monique van de Ven|1952|\N|actress,director,miscellaneous|tt0088059,tt0100511,tt0094651,tt0083521
tt0104737|November|Listopad|1992|90|Horror|7.2|69|actor|\N|Marek Bukowski|1969|\N|actor,director,writer|tt0367103,tt0386946,tt0405784,tt0441074
tt0104758|Lost Prophet|Lost Prophet|1992|75|Horror|6.4|26|actor|Jim|James Burton|\N|\N|actor|tt0253586,tt0156709,tt0338294,tt0104758
tt0104817|Marilyn Alive and Behind Bars|Marilyn Alive and Behind Bars|1992|90|Horror|5.0|68|actor|Dr. Brewer|Arthur Braham|\N|\N|actor|tt0200280,tt0104817,tt0085416
tt0104987|Netherworld|Netherworld|1992|87|Horror|4.3|975|actor|Corey Thornton|Michael Bendetti|1967|\N|actor,producer,miscellaneous|tt0092312,tt0105526,tt0120607,tt0104987
tt0105242|The Resurrected|The Resurrected|1991|108|Horror|6.2|4488|actor|Lonnie Peck|Robert Romanus|1956|\N|actor,soundtrack|tt0083412,tt1017451,tt0083929,tt0156146
tt0105245|Frankenstein 2000|Frankenstein 2000 - Ritorno dalla morte|1992|93|Horror|3.8|168|actor|Ric|Donald O'Brien|1930|2003|actor|tt0059825,tt0076360,tt0079788,tt0091605
tt0105446|Soulmates|Soulmates|1992|80|Horror|3.6|182|actress|Jill|Sonia Curtis|1964|\N|actress,producer,director|tt0105562,tt0093560,tt1669571,tt3753432
tt0105759|Violent Shit II|Violent Shit II|1992|82|Horror|3.7|573|actress|Mother|Anke Prothmann|\N|\N|actress|tt0105759
tt0105857|Mr. Vampire 1992|Xin jiang shi xian sheng|1992|88|Horror|6.3|265|actor|Master Lam Ching-Ying|Ching-Ying Lam|1952|1997|actor,producer,stunts|tt0085211,tt0068935,tt0089371,tt0067824
tt0106373|Bedevil|Bedevil|1993|90|Horror|5.7|204|actor|Rick at 11 years|Ben Kennedy|\N|\N|actor|tt0106373
tt0106576|City of the Vampires|City of the Vampires|1993|82|Horror|4.2|56|actor|Street Hood|Ron Bonk|\N|\N|producer,writer,director|tt4801352,tt8387464,tt2839540,tt1193468
tt0106625|Crossover|Crossover|1993|\N|Horror|4.7|17|actor|\N|Kevin White|\N|\N|actor|tt0116421,tt0110805,tt0186014,tt0185745
tt0106636|Catacombs|Catacombs|1988|88|Horror|4.6|861|actor|Father John Durham|Timothy Van Patten|1959|\N|director,actor,producer|tt0141842,tt0374463,tt0083739,tt0979432
tt0106698|The Chill Factor|The Chill Factor|1989|86|Horror|4.0|555|actress|Jeannie|Dawn Laurrie|\N|\N|actress|tt0106698
tt0107038|Gorotica|Gorotica|1993|60|Horror|4.7|141|actress|Carrie|Ghetty Chasun|1970|\N|actress,assistant_director,producer|tt0107038,tt0114245,tt0120167,tt0183973
tt0107246|Jack of Hearts|Jack of Hearts|1993|90|Horror|7.3|23|actor|Simon Danberry|Ed Fielding|\N|\N|actor|tt0380623,tt0318627,tt0115326,tt0361925
tt0107568|Midnight 2|Midnight 2|1993|72|Horror|4.3|91|actress|Rebecca|Jo Norcia|\N|\N|actress,casting_director|tt0222512,tt0180601,tt1848998,tt0239094
tt0107571|Midnight Kiss|Midnight Kiss|1993|85|Horror|4.5|240|actress|Carrie Blass|Michelle Owens|\N|\N|actress|tt0107571
tt0107618|The Mummy Lives|The Mummy Lives|1993|97|Horror|3.4|393|actor|Dr. Carey Williams|Greg Wrangler|1966|\N|actor|tt1600194,tt0395843,tt0108778,tt0065272
tt0107664|Necronomicon: Book of Dead|Necronomicon|1993|96|Horror|5.8|6429|actor|Librarian (wraparound)|Tony Azito|1948|1995|actor,soundtrack|tt0074149,tt0086112,tt0093565,tt0101272
tt0107764|Ozone|Ozone|1993|83|Horror|4.4|434|actor|Squeaky|Michael Cagnoli|\N|\N|actor|tt1848998,tt0107764
tt0107904|Thou Shalt Not Swear|Chat yuet sap sei|1993|91|Horror|6.4|75|actress|Nosy Woman at Apartment Building|King-Tan Yuen|1962|\N|actress|tt0106545,tt0116014,tt0260931,tt0108593
tt0107953|Return of the Living Dead III|Return of the Living Dead III|1993|97|Horror|5.9|15533|actor|Colonel Peck|James T. Callahan|1930|2007|actor|tt0077075,tt0073961,tt0063905,tt0083437
tt0108038|Sandman|Sandman|1993|100|Horror|4.8|85|actor|Nick Hanson|Eric Woster|1958|1992|writer,producer,miscellaneous|tt0084788,tt0092006,tt0099546,tt0108038
tt0108053|Schramm|Schramm|1993|65|Horror|5.7|3209|actor|Lothar Schramm|Florian Koerner von Gustorf|1963|\N|producer,production_manager,actor|tt2178941,tt6675244,tt11617052,tt8415832
tt0108350|Night Terrors|Night Terrors|1993|98|Horror|3.6|1441|actress|Genie|Zoe Trilling|1966|\N|actress|tt0105608,tt0346222,tt0107101,tt0110667
tt0108447|The Unnamable II: The Statement of Randolph Carter|The Unnamable II: The Statement of Randolph Carter|1992|104|Horror|5.0|1081|actor|Eliot Damon Howard|Charles Klausmeyer|1963|\N|actor,producer,writer|tt3691518,tt0772202,tt0411906,tt0096344
tt0109281|Black Easter|Black Easter|1994|\N|Horror|6.2|31|actress|\N|Cheryl Hendricks|\N|\N|actress|tt0100930,tt0110960,tt0096888,tt0122655
tt0109407|Zum mak dik goo leung|Zum mak dik goo leung|1994|98|Horror|4.8|53|actress|Ah Yee|Hoi-Lun Au|\N|\N|actress|tt0091091,tt0103306,tt0095865,tt0090012
tt0109449|The Club|The Club|1994|90|Horror|4.4|527|actor|Evan|Rino Romano|1969|\N|actor|tt0286145,tt0397042,tt0258979,tt0356070
tt0109561|De Generazione|De Generazione|1994|110|Horror|5.0|114|actor|Terzo Alieno (segment \Arrivano i nostri\)Jason (segment \Squeak!\)|Antonio Manetti|1970|\N|director,camera_department,writer|tt7204006,tt1712502,tt9381682,tt3425772
tt0109595|Demon Keeper|Demon Keeper|1994|72|Horror|3.6|191|actor|Remy Grilliand|Edward Albert|1951|2006|actor,soundtrack,miscellaneous|tt0074899,tt0493406,tt0082431,tt0068326
tt0109809|FleshEater|FleshEater|1988|88|Horror|4.8|1751|actor|FleshEater|S. William Hinzman|1936|2012|actor,camera_department,cinematographer|tt0109809,tt0063350,tt0069895,tt0091462
tt0109924|Gore Whore|Gore Whore|1994|74|Horror|4.1|215|actor|Third Grader|Dingo Jones|\N|\N|actor|tt0114645,tt0120167,tt0109924,tt0107038
tt0109955|Gui zhan|Gui zhan|1984|88|Horror|3.9|26|actress|\N|Shirley Kwan|1966|\N|actress,music_department,soundtrack|tt0112913,tt0092248,tt7674394,tt0093229
tt0110530|Mirror Mirror 2: Raven Dance|Mirror Mirror 2: Raven Dance|1994|91|Horror|3.7|498|actor|Dr. Lasky|Roddy McDowall|1928|1998|actor,producer,soundtrack|tt0089175,tt0068408,tt0093693,tt0056937
tt0111027|Fatal Obsession|Yap moh|1994|93|Horror|4.9|18|actress|Violet Cheung|Yvonne Hung Yung|1968|\N|actress|tt0110456,tt0113757,tt7251978,tt0111512
tt0111037|Red to Kill|Yeuk saat|1994|91|Horror|6.2|800|actress|Ka Lok Cheung|Money Lo|\N|\N|actress|tt0097060,tt0111422,tt0237907,tt0089374
tt0111095|Se jiang II zhi xie mei gui|Se jiang II zhi xie mei gui|1992|90|Horror|4.7|48|actress|Do Shaie|Yeong Fang Usang|\N|\N|actress|tt2241674,tt0185421,tt0186653,tt0100981
tt0111159|Shatter Dead|Shatter Dead|1994|84|Horror|4.1|688|actress|Susan|Stark Raven|\N|\N|actress|tt0190008,tt0111159
tt0111558|Aswang|Aswang|1994|82|Horror|5.5|536|actress|Olive Null|Flora Coker|\N|\N|actress|tt3130518,tt1297935,tt12880568,tt1742329
tt0111679|Hello! Who Is It?!|Wei, wen bian wei?|1994|91|Horror|5.1|23|actor|Officer Ma Fai|Ching Wan Lau|1964|\N|actor,soundtrack|tt0306651,tt0969269,tt1371585,tt0115693
tt0111830|The Third Full Moon|Zheng yue shi wu zhi yi sheng yi shi|1994|95|Horror|5.7|25|actress|Madam Lung|Lan Law|1934|\N|actress|tt2957774,tt0214555,tt0107904,tt0117415
tt0112525|Young Blood, Fresh Meat|Blonde Heaven|1995|80|Horror|3.4|312|actor|Carl Bibbs|Joe Estevez|1946|\N|actor,producer,miscellaneous|tt0107954,tt5823428,tt0100665,tt0102804
tt0112535|Bloodscent|Bloodscent|1995|83|Horror|4.6|13|actress|Kathy|Sarah McCormick|\N|\N|actress|tt0112535
tt0112939|Eko Eko Azarak: Wizard of Darkness|Eko eko azaraku|1995|80|Horror|6.0|802|actress|Misa Kuroi|Kimika Yoshino|1975|\N|actress|tt0116178,tt0112939,tt0115614,tt0361668
tt0112978|The Day That Doesn't Exist|Yee yuet sam sap|1995|102|Horror|5.9|41|actor|Raymond Shiu Chi Li|Anthony Chau-Sang Wong|1961|\N|actor,director,writer|tt0439630,tt0446755,tt0103743,tt0338564
tt0113043|The Fear|The Fear|1995|102|Horror|3.8|1384|actress|Ashley|Heather Medway|\N|\N|actress|tt0108778,tt0098904,tt10951170,tt0108983
tt0113111|Freakshow|Freakshow|1995|102|Horror|4.2|144|actor|\N|Jeff Jordan|\N|\N|actor|tt0101538,tt0113111,tt0482493,tt0119277
tt0113163|Ghost House|Mang gwai to fong|1995|90|Horror|4.6|27|actress|Pat|Catherine Yan Hung|1971|\N|actress|tt0903904,tt12234074,tt0113163,tt0111800
tt0113175|The Girl with the Hungry Eyes|The Girl with the Hungry Eyes|1995|84|Horror|4.4|567|actor|Carlos|Isaac Turner|\N|\N|actor|tt0086765,tt0113175
tt0113221|Grim|Grim|1996|86|Horror|2.3|1127|actor|Steve|Jack Chancer|\N|\N|actor|tt0113221
tt0113361|Huntress: Spirit of the Night|Huntress: Spirit of the Night|1995|86|Horror|4.0|462|actor|Stranger on a Train|George Alexandru|1957|2016|actor,music_department|tt0085460,tt0446815,tt0089559,tt0126439
tt0113373|I've Killed Before|I've Killed Before|1995|\N|Horror|4.2|29|actor|The Jogger|Carl Depree|\N|\N|actor,camera_department,script_department|tt0113373
tt0113449|Jack-O|Jack-O|1995|88|Horror|3.3|1468|actress|Linda Kelly|Maddisen K. Krown|1957|\N|actress|tt0270991,tt0452852,tt0113449,tt0398553
tt0114245|Red Lips|Red Lips|1995|77|Horror|4.6|99|actress|The Doctor|Mandy Leigh|1975|\N|actress|tt0283647,tt0112535,tt0144213,tt0283646
tt0114334|The Sandman|The Sandman|1995|90|Horror|3.3|202|actor|Zachariah|James Viront|\N|\N|actor|tt3606556,tt0114334,tt1233554,tt0439732
tt0114466|Skinner|Skinner|1993|88|Horror|5.1|1106|actress|Kerry Tate|Ricki Lake|1968|\N|actress,producer,soundtrack|tt0111127,tt0095270,tt0427327,tt0099329
tt0114584|Surreal Serial Cereal|Surreal Serial Cereal|1995|\N|Horror|4.0|10|actress|\N|Elizabeth Arnott|\N|\N|actress|tt0117048,tt0114584
tt0114688|School Mystery|Toire no Hanako-san|1995|95|Horror|5.8|127|actor|Yuji Sakamoto|Etsushi Toyokawa|1962|\N|actor,director|tt6924650,tt0118204,tt0113703,tt1606761
tt0114957|Witchboard III: The Possession|Witchboard III: The Possession|1995|93|Horror|4.2|820|actor|Francis|Cedric Smith|1943|\N|actor,soundtrack,director|tt0098900,tt0082509,tt0094429,tt0103584
tt0115010|Gates of Hell|Yang guang di yu: Ren rou shi chang|1995|80|Horror|6.0|41|actor|Mr. Pax|James Pax|\N|\N|actor,writer,producer|tt0775471,tt0089348,tt0097956,tt0090728
tt0115017|01:00 A.M.|Yeh boon 1 dim chung|1995|86|Horror|5.4|86|actress|Nurse (first segment)|Veronica Yip|1966|\N|actress|tt0106232,tt0112591,tt0108337,tt0110053
tt0115564|Arcane Sorcerer|L'arcano incantatore|1996|96|Horror|6.8|836|actor|Arcano Incantatore|Carlo Cecchi|1939|\N|actor,director,miscellaneous|tt0104918,tt0108059,tt0120802,tt0117737
tt0116050|Dead of Night|Dead of Night|1996|95|Horror|4.2|170|actor|Christian|Robert Knepper|1959|\N|actor,soundtrack,producer|tt0455275,tt1951266,tt0465494,tt1129442
tt0116075|The Dentist|The Dentist|1996|92|Horror|5.3|9588|actor|Detective Gibbs|Ken Foree|1948|\N|actor,producer,writer|tt0077402,tt0373883,tt0091083,tt1731697
tt0116178|Eko Eko Azarak II: Birth of the Wizard|Eko eko azaraku II|1996|83|Horror|5.7|314|actor|Saiga|Wataru Shihôdô|1962|\N|actor|tt0190837,tt0116015,tt1483620,tt0399102
tt0116616|The Imp|Yit yuk chui gik dong on: Che saat|1996|96|Horror|4.4|153|actor|King Kong|Dick Lau|\N|\N|actor|tt0112543,tt0109346,tt0116616,tt0110927
tt0116769|Killer Barbys|Killer Barbys|1996|90|Horror|3.7|925|actor|Mario|Charlie S. Chaplin|\N|\N|actor|tt0116769,tt1772929,tt4304246,tt0088580
tt0116869|Lycantropus: The Moonlight Murders|Licántropo: El asesino de la luna llena|1997|91|Horror|4.4|125|actress|Kinga Daninsky|Eva Isanta|1971|\N|actress|tt2175639,tt0381733,tt0297174,tt22407846
tt0117140|Mørkeleg|Mørkeleg|1996|90|Horror|4.7|568|actor|Jonas|Karl Bille|1971|\N|actor,composer,soundtrack|tt0965411,tt0164711,tt0361604,tt1266539
tt0117452|Red Lips II|Red Lips II|1996|\N|Horror|3.4|61|actress|HollyBar Patron|Debbie Rochon|1968|\N|actress,producer,writer|tt2274752,tt1937154,tt2551446,tt1401631
tt0117549|Santa Claws|Santa Claws|1996|83|Horror|2.8|664|actor|Eric Quinn|John Mowod|\N|\N|actor,writer,producer|tt0117549,tt0109809,tt0104756,tt1247691
tt0119240|Gut-Pile|Gut Pile|1998|51|Horror|3.5|130|actor|Mike|Ron Bonk|\N|\N|producer,writer,director|tt4801352,tt8387464,tt2839540,tt1193468
tt0119255|Happy People|Happy People|1997|94|Horror|5.0|12|actress|\N|Saori Yagi|1969|\N|actress|tt3492330,tt0307020,tt0119255,tt0116780
tt0119279|Bleeders|Bleeders|1997|94|Horror|4.2|2911|actor|John Strauss|Roy Dupuis|1963|\N|actor,producer,director|tt0472562,tt0460505,tt0114367,tt0118379
tt0119588|The Wax Mask|M.D.C. - Maschera di cera|1997|98|Horror|5.7|2269|actress|Sonia Lafont|Romina Mondello|1974|\N|actress|tt0115296,tt1595656,tt0114078,tt0119623
tt0119824|Old Man Dogs|Old Man Dogs|1997|88|Horror|7.4|41|actor|Les Witherspoon|Wendell Goodrum|\N|\N|actor|tt0438084,tt3085986,tt0119824,tt0396550
tt0119889|The Phantom of the Opera|Il fantasma dell'opera|1998|99|Horror|4.2|5568|actress|Carlotta Altieri|Nadia Rinaldi|1967|\N|actress|tt0128933,tt0101848,tt0291943,tt0104123
tt0121095|Devil Sorcery|Ban xian jiang|1988|88|Horror|4.2|53|actress|Chiu Wai ChingJuhn|Chi-Mei Chin|\N|\N|actress|tt1621207,tt1431728,tt0121095,tt0182975
tt0121152|The Coroner|The Coroner|1999|74|Horror|2.8|496|actress|Emma|Jane Longenecker|\N|\N|actress|tt0860837,tt0112022,tt0121152,tt0365653
tt0121273|Spirit Love|Fei yue yin yang jie|1989|85|Horror|5.3|16|actor|\N|Ching Ku|\N|\N|actor|tt1346260,tt2173776,tt1521841,tt1511381
tt0121483|Ling huan xiao jie|Ling huan xiao jie|1988|\N|Horror|4.8|18|actor|Billy's Friend|Tai-Bo|1950|\N|actor,assistant_director,miscellaneous|tt0087352,tt0089374,tt10975520,tt0265107
tt0121540|Meng gui jia ren|Meng gui jia ren|1989|82|Horror|3.8|14|actress|\N|Mai Hayami|\N|\N|actress|tt6140000,tt0121540,tt2100676,tt2100430
tt0121541|Devil Curse Country|Meng gui zhou|1988|91|Horror|5.5|13|actor|\N|Chiang Chou|\N|\N|actor,stunts|tt0102295,tt0081499,tt0164345,tt0198660
tt0122008|The Boy from Hell|The Boy from Hell|1988|90|Horror|4.0|161|actor|Daniel|Anthony Jenkins|\N|\N|actor|tt0343609,tt0122008
tt0122033|Curse of the Zombie|Shi jiang|1989|78|Horror|3.6|36|actor|Terrence|Siu-Kwan Lau|\N|\N|actor,producer,miscellaneous|tt0934571,tt0108627,tt0347776,tt0369196
tt0122037|The Dead Pit|The Dead Pit|1989|95|Horror|5.3|2653|actress|Jane Doe|Cheryl Lawson|1963|\N|stunts,actress,miscellaneous|tt0409182,tt0244244,tt0266465,tt0114857
tt0122093|Wolnyoui han|Wolnyoui han|1980|90|Horror|5.7|11|actor|\N|Chi-woo Lee|\N|\N|actor|tt0375137,tt0374726,tt0374701,tt0374626
tt0122113|Immortal|Immortal|1995|100|Horror|4.4|81|actress|Barfly|Trish Antonucci|\N|\N|actress,special_effects,make_up_department|tt0122113
tt0122191|Night Evil Soul|Night Evil Soul|1981|90|Horror|4.9|10|actor|\N|Ke-Ming Lin|\N|\N|actor,stunts,assistant_director|tt0288045,tt0117786,tt1220719,tt0373074
tt0122304|Heubhyeolgwi yeonyeo|Heubhyeolgwi yeonyeo|1981|86|Horror|5.9|13|actress|\N|Hie-jeong Choi|\N|\N|actress|tt0397336,tt0374842,tt0334348,tt0122304
tt0122545|The Inheritor|The Inheritor|1990|83|Horror|3.9|46|actor|\N|Barnaby Spring|\N|\N|actor|tt0122545,tt5037684
tt0122564|The Ghost Story of Oiwa's Spirit|Kaidan Oiwa no borei|1961|94|Horror|6.5|131|actress|\N|Yumiko Mihara|\N|\N|actress|tt9804110,tt19851368,tt10882896,tt11865060
tt0122685|The Reincarnation of Isabel|Riti, magie nere e segrete orge nel Trecento...|1973|98|Horror|4.8|872|actress|IsabellaLaureen|Rita Calderoni|1951|\N|actress|tt0204814,tt0070140,tt0135035,tt0162503
tt0123113|I Was a Teenage Mummy|I Was a Teenage Mummy|1992|\N|Horror|6.0|43|actor|Phil Licursi|Robert Reiss|\N|\N|actor|tt0123113,tt16276880
tt0123204|Ombre roventi|Ombre roventi|1970|88|Horror|5.2|117|actor|Caleb|William Berger|1928|1993|actor|tt0061636,tt0085672,tt0074740,tt0088100
tt0123790|Deafula|Deafula|1975|95|Horror|6.0|109|actor|Assistant detective Butterfield|Dudley Hemstreet|\N|\N|actor|tt0123790
tt0124442|Dreamaniac|Dreamaniac|1986|82|Horror|3.4|573|actor|Adam|Thomas Bern|\N|\N|actor|tt0124442
tt0124501|Evil Come Evil Go|Evil Come Evil Go|1972|66|Horror|3.7|445|actress|Junie|Jane Tsentas|\N|\N|actress|tt3485742,tt0067533,tt0190732,tt1210811
tt0124808|Night Shade|Night Shade|1996|96|Horror|4.7|134|actor|Scott Travers|Tim Abell|1958|\N|actor,miscellaneous,producer|tt7737786,tt0277434,tt2334879,tt1386697
tt0126527|A Night to Dismember|A Night to Dismember|1983|69|Horror|3.4|783|actress|Mary Kent|Diane Cummins|\N|\N|actress|tt0126527
tt0126713|Vampire Centerfolds|Vampire Centerfolds|1998|135|Horror|4.5|16|actress|Elaine Williamson|Elaine Williamson|\N|\N|actress|tt1401151,tt0126713
tt0126846|Crinoline Head|Crinoline Head|1996|80|Horror|5.2|91|actor|Greg|David Garone|\N|\N|actor|tt0126846,tt0120173
tt0126877|Dr. Satán y la magia negra|Dr. Satán y la magia negra|1968|97|Horror|5.6|58|actress|Medusa|Sonia Furió|1937|1996|actress,soundtrack|tt0242409,tt0121281,tt0326714,tt0050992
tt0126909|5 Dead on the Crimson Canvas|5 Dead on the Crimson Canvas|1996|96|Horror|5.4|121|actor|Blaine|Edoardo Ballerini|1970|\N|actor,producer,director|tt0229340,tt0141842,tt2980696,tt0979432
tt0126924|Gargoyle Girls|Gargoyle Girls|1998|\N|Horror|3.3|40|actress|Lois|Stéphanye Dussud|1977|\N|actress,producer,miscellaneous|tt0768189,tt0422720,tt10696896,tt9000224
tt0127048|Night|Night|1996|\N|Horror|7.0|15|actress|Veronica|Gwen Thorne|\N|\N|actress|tt0127048
tt0127226|Red Spirit Lake|Red Spirit Lake|1993|69|Horror|5.0|125|actor|Wesley|Rick Hall|\N|\N|actor|tt11732264,tt0127226,tt1337094
tt0127282|Shrieker|Shrieker|1998|72|Horror|3.9|663|actress|Clark|Tanya Dempsey|1975|\N|actress|tt0127282,tt0810846,tt0361679,tt0299905
tt0127355|We Await|We Await|1996|55|Horror|5.3|53|actor|Jesus|David Aaron Clark|1960|2009|director,actor,writer|tt0306790,tt0412447,tt1519380,tt0433799
tt0128158|Deadfall|Deadfall|2000|86|Horror|4.8|102|actress|Hope|Kirstin Leigh|\N|\N|actress|tt0128158
tt0128451|Satan's Children|Satan's Children|1975|87|Horror|4.4|518|actor|Bobby Douglas|Stephen White|1957|\N|actor|tt0128451,tt0076028,tt0065760
tt0128457|Scary Texas Movie|Scary Texas Movie|1997|84|Horror|4.6|25|actor|\N|Mark Hankla|\N|\N|actor|tt0106168,tt0373172,tt0128457,tt0106053
tt0128802|Unnaturally Born Killers|Unnaturally Born Killers|1996|\N|Horror|2.6|71|actress|Nightmare Girl|Zoe Alexander|1975|\N|producer,actress|tt0381798,tt0128802,tt0116897,tt0329824
tt0128823|The Vicious Sweet|The Vicious Sweet|1997|90|Horror|3.5|151|actress|Christine Irvine|Theresa Constantine|\N|\N|actress|tt0126820,tt0128823
tt0129358|Search for the Beast|Search for the Beast|1997|82|Horror|1.6|157|actress|Darlene|Kimberly Lynn Cole|\N|\N|actress,producer,stunts|tt10426796,tt0106452,tt11430948,tt14926914
tt0129797|The Brides Wore Blood|The Brides Wore Blood|1972|84|Horror|3.9|169|actor|Juan|Chuck Faulkner|\N|\N|actor|tt0129797
tt0129851|Slipping Into Darkness|Crazed|1978|86|Horror|5.3|131|actor|Rodney|Tommy McFadden|\N|\N|actor|tt1971510,tt1727336,tt0129851
tt0129855|The Curse of the Screaming Dead|The Curse of the Screaming Dead|1982|91|Horror|2.3|716|actress|Sarah|Rebecca Bach|\N|\N|actress,writer|tt0202496,tt0129855
tt0130039|Janie|Janie|1970|65|Horror|4.9|140|actor|Richard|Michael Findlay|1937|1977|director,actor,editor|tt0062385,tt0137635,tt0125316,tt0135316
tt0130040|The Jar|The Jar|1984|85|Horror|2.6|342|actor|Old Man|Les Miller|\N|\N|actor,miscellaneous|tt0814401,tt0130040
tt0130216|The Redeemer: Son of Satan!|The Redeemer: Son of Satan!|1978|84|Horror|5.1|1103|actor|Terry|Nick Carter|\N|\N|actor|tt0130216,tt0192906
tt0130650|Eko Eko Azarak: Misa the Dark Angel|Eko eko azaraku III|1998|95|Horror|5.0|251|actress|Aya Kinoshita|Ayaka Nanami|1979|\N|actress|tt0176389,tt0136665,tt0130650
tt0130927|One Minute Before Death|One Minute Before Death|1972|84|Horror|3.6|293|actress|Genevieve Howard|Wanda Hendrix|1928|1981|actress|tt0039768,tt0041767,tt0041899,tt0040599
tt0131449|Kiss of the Tarantula|Kiss of the Tarantula|1975|85|Horror|4.4|784|actress|Susan - Daughter|Suzanna Ling|\N|\N|actress|tt0131449
tt0131492|The Mummy and the Curse of the Jackals|The Mummy and the Curse of the Jackals|1969|86|Horror|3.5|87|actress|Princess Akana|Marliza Pons|1936|2011|actress|tt0090410,tt0131492,tt3616986
tt0131510|Ring of Darkness|Un'ombra nell'ombra|1979|106|Horror|4.5|352|actor|Exorcist|John Phillip Law|1937|2008|actor,producer|tt0096149,tt0071569,tt0062711,tt0062861
tt0132184|Ghosts of Hanley House|Ghosts of Hanley House|1968|85|Horror|3.8|213|actress|Gabby|Roberta Reeves|1930|1981|actress,producer,editor|tt0250519,tt0064321,tt0074139,tt0071992
tt0134167|Twisted Nightmare|Twisted Nightmare|1987|95|Horror|4.3|525|actor|Kane|Robert Padilla|1933|2018|actor,writer|tt0273247,tt0478126,tt0060009,tt0076981
tt0134989|Addicted to Murder: Tainted Blood|Addicted to Murder: Tainted Blood|1998|74|Horror|4.4|97|actress|Tricia|Sarah K. Lippmann|\N|\N|actress|tt0191391,tt0264335,tt0276431,tt0353793
tt0135444|Help Me... I'm Possessed|Help Me... I'm Possessed|1974|79|Horror|4.1|188|actor|Taylor - The Sheriff|Jim Dean|\N|\N|actor|tt0312851,tt1376178,tt0109375,tt0135444
