id|tituloPincipal|tituloOriginal|anoLancamento|tempoMinutos|genero|notaMedia|numeroVotos|generoArtista|personagem|nomeArtista|anoNascimento|anoFalecimento|profissao|titulosMaisConhecidos
tt0136376|Love Me Deadly|Love Me Deadly|1972|95|Horror|5.6|602|actor|Alex Martin|Lyle Waggoner|1935|2020|actor,soundtrack|tt0242686,tt0088207,tt0061240,tt0074074
tt0137394|Blood Symbol|Blood Symbol|1992|87|Horror|4.5|74|actress|Jennifer Lowry|Sophie Dion|1970|\N|actress|tt0457094,tt0149407,tt0137394,tt0278857
tt0137797|Gravely Speaking|Gravely Speaking|1995|\N|Horror|6.5|38|actress|Rachel|Denise Kerwin|1966|\N|actress,make_up_department|tt0094611,tt0088139,tt0193082,tt0103941
tt0138050|Raiders of the Living Dead|Raiders of the Living Dead|1986|86|Horror|2.5|547|actor|Morgan Randall|Robert Deveau|1952|\N|actor|tt0486665,tt1245091,tt0138050,tt0307109
tt0139421|Legacy of Satan|Legacy of Satan|1974|68|Horror|3.6|292|actor|Dr. Muldavo|John Francis|1923|2001|actor,stunts|tt0061277,tt0056597,tt0058805,tt0114558
tt0139858|Diabolic Wedding|Annabelle Lee|1971|85|Horror|5.2|10|actress|\N|Margaret O'Brien|1937|\N|actress,soundtrack,writer|tt0040865,tt0034923,tt0037059,tt3132614
tt0140067|The Gardener|The Gardener|1998|102|Horror|3.7|295|actor|Dean|Richard Grieco|1965|\N|actor,producer,director|tt2294449,tt0102095,tt0120770,tt4702194
tt0140324|Legend of Horror|Legend of Horror|1971|75|Horror|4.2|59|actress|\N|Karin Field|1944|\N|actress|tt0122222,tt0208956,tt0061983,tt0058356
tt0140533|Satan's Black Wedding|Satan's Black Wedding|1976|61|Horror|4.6|309|actress|Lillian Chester|Lisa Pons|\N|\N|actress|tt0048893,tt0171707,tt0050064,tt0416105
tt0141861|Sweet Home|Sûîto hômu|1989|100|Horror|6.5|892|actor|Kazuo Hoshino|Shingo Yamashiro|1938|2009|actor,director|tt0286638,tt0057212,tt0203881,tt0226135
tt0141897|Terror|Terror|1978|84|Horror|5.2|1518|actor|Philip|James Aubrey|1947|2010|actor,casting_director|tt0266987,tt0057261,tt0085701,tt0099701
tt0141996|Wolfman|Wolfman|1979|102|Horror|3.0|415|actor|Colin Glasgow|Earl Owensby|1936|\N|producer,actor,director|tt0310795,tt0141880,tt0071298,tt0076677
tt0142257|Horrors of Malformed Men|Kyôfu kikei ningen: Edogawa Rampo zenshû|1969|99|Horror|6.5|1672|actress|Toki Komoda|Mitsuko Aoi|\N|\N|actress|tt6004734,tt0071696,tt0287814,tt0201718
tt0142906|Terrified|Terrified|1963|81|Horror|4.3|484|actress|Mrs. Hawley|Barbara Luddy|1908|1979|actress,soundtrack|tt0020955,tt0048280,tt0053285,tt0076363
tt0143263|Haunted School 3|Gakkô no kaidan 3|1997|96|Horror|6.9|76|actor|Taichi|Takeru Higa|\N|\N|actor|tt0143263,tt0229485
tt0144151|Creature of Comfort|Creature of Comfort|1968|118|Horror|6.7|16|actress|\N|Marjorie Bennett|1896|1982|actress,soundtrack|tt0055254,tt0058331,tt0044837,tt0056687
tt0144198|Feeding Billy|Feeding Billy|1997|70|Horror|3.0|56|actor|Dave Walker|Jason Patzner|\N|\N|actor|tt0144198
tt0144547|Ozone: The Attack of the Redneck Mutants|Ozone: The Attack of the Redneck Mutants|1986|93|Horror|3.5|235|actor|Wade McCoy|Brad McCormick|\N|\N|actor|tt0144547,tt0090582
tt0145531|Stigmata|Stigmata|1999|103|Horror|6.2|69337|actress|Donna Chadway|Nia Long|1970|\N|actress,soundtrack,director|tt0208003,tt2083355,tt0168501,tt0181984
tt0146442|Apostasy|Apostasy|1998|\N|Horror|4.1|11|actress|\N|Eve Annenberg|\N|\N|actress,producer,director|tt2182211,tt5136898,tt1632724,tt0116121
tt0147972|Ceremony|Ceremony|1994|74|Horror|3.0|145|actress|Sylvia Brindisi|Emilie Talbot|\N|\N|actress,casting_department|tt1837492,tt18765524,tt0147972,tt0114781
tt0148053|Deathwalkers|Deathwalkers|1989|85|Horror|7.5|28|actress|\N|Ashley Hayden|\N|\N|actress|tt0097275,tt0108313,tt0113762,tt0096995
tt0148120|Eyes to Heaven|Eyes to Heaven|2000|88|Horror|6.9|29|actor|Artist|Matthew Clark|\N|\N|actor,miscellaneous|tt2056786,tt0392908,tt0115582,tt0283530
tt0148710|Scorched Heat|Scorched Heat|1987|90|Horror|3.7|186|actress|Linda|Babs Brinklund|\N|\N|actress|tt0148710,tt1808474,tt3440870
tt0149016|Sounds of Silence|Sounds of Silence|1989|108|Horror|5.1|203|actor|Dennis Richards|Dennis Castillo|\N|\N|actor|tt0149016,tt0148710
tt0149327|Vampyre|Vampyre|1990|87|Horror|3.3|75|actor|David Gray|Randy Scott Rolzer|\N|\N|actor|tt0149327
tt0149973|Bucket of Blood|The Tell-Tale Heart|1934|55|Horror|6.0|85|actor|1st Investigator|Thomas Shenton|\N|\N|actor|tt0149973
tt0150429|Dying to Meet You|Dying to Meet You|1997|\N|Horror|3.9|33|actor|Ted|Jeff Murphy|\N|\N|actor,make_up_department|tt0152876,tt0415328,tt0150429,tt0137393
tt0150931|Hollow Gate|Hollow Gate|1988|76|Horror|3.2|351|actress|Kim|Katrina Alexy|\N|\N|actress|tt0413063,tt0156741,tt0150931,tt0077008
tt0151013|I Was a Teenage Mummy|I Was a Teenage Mummy|1963|90|Horror|4.7|20|actor|Youssef Bey|Scott Mullin|\N|\N|actor|tt0151013
tt0153362|Twisted Tales|Twisted Tales|1994|90|Horror|5.2|42|actor|Randy (segments Nothing But The Truth The Shooting)|Gary Putz|\N|\N|actor,cinematographer,sound_department|tt0153362,tt0115502,tt0127341
tt0153533|Bitten: Victoria's Shadow|Victoria's Shadow|2001|80|Horror|6.4|111|actor|MaxJacob|Bill Rodd|\N|\N|director,actor,producer|tt0153533,tt0407980
tt0155278|The Ghost of Yotsuya|Tôkaidô Yotsuya kaidan|1959|76|Horror|7.0|1627|actor|Naosuke|Shuntarô Emi|1923|2003|actor|tt15186246,tt0227912,tt11938978,tt8418280
tt0155681|Where the Night Begins|Dove comincia la notte|1991|94|Horror|6.3|131|actor|Lee|Don Pearson|\N|\N|actor|tt0155681,tt0101460
tt0156329|The Doll of Satan|La bambola di Satana|1969|90|Horror|5.0|429|actress|Claudine|Aurora Bautista|1925|2012|actress|tt0089115,tt0042185,tt0058695,tt0040544
tt0156843|Night of the Ghouls|Night of the Ghouls|1959|69|Horror|3.5|2518|actor|Dr. Acula|Kenne Duncan|1902|1972|actor,writer|tt0037961,tt0156843,tt0037895,tt0050143
tt0157019|Shadi Ki Raat|Shadi Ki Raat|1935|\N|Horror|6.9|18|actor|\N|Fatty Prasad|\N|\N|actor|tt0157019,tt0156486,tt1057931,tt0157315
tt0157981|Maya|Maya|1989|100|Horror|4.8|321|actor|Dr. Santos|Cyrus Elias|1930|2013|actor,soundtrack,miscellaneous|tt0097804,tt0366610,tt0090009,tt0095977
tt0158011|The Eternal|Trance|1998|95|Horror|4.4|1553|actress|NoraNiamh|Alison Elliott|1970|\N|actress,soundtrack|tt0120520,tt0111756,tt0443680,tt0117718
tt0159693|Razor Blade Smile|Razor Blade Smile|1998|102|Horror|4.6|1585|actor|Detective Inspector Price|Jonathan Coote|\N|\N|actor,director|tt3154822,tt0118091,tt6657486,tt3531180
tt0162733|Vampire Holocaust|Vampire Holocaust|1997|72|Horror|4.4|110|actor|Caleb|Joseph Rubenstein|\N|\N|actor|tt0162733,tt0196486,tt13233882,tt2553624
tt0162945|Embrace the Darkness|Embrace the Darkness|1999|93|Horror|3.3|651|actor|Ryan|Brad Bartram|\N|\N|actor,soundtrack|tt0313043,tt0112022,tt0303387,tt0253394
tt0163000|Bloodsuckers|Bloodsuckers|1997|85|Horror|2.0|326|actress|MichelleDarling Dead|Michelle Bonfils|\N|\N|miscellaneous,actress|tt0163000,tt2559308,tt0778842,tt4200308
tt0163669|Woman of Fire '82|Hwanyeo '82|1982|115|Horror|6.0|82|actress|\N|Yeong-hie Na|\N|\N|actress|tt0400419,tt0307991,tt0330858,tt0319366
tt0163985|Peony Lantern|Botan-dôrô|1968|89|Horror|7.2|187|actor|Hagiwara Shinzaburô|Kôjirô Hongô|1938|2013|actor|tt0166680,tt0054706,tt0409866,tt0166736
tt0164393|Berserker|Berserker|1987|85|Horror|4.4|945|actor|Josh|Greg Dawson|1958|2010|actor,soundtrack|tt0164393
tt0164402|The Great Yokai War|Yôkai daisensô|1968|79|Horror|6.4|652|actor|Daimon|Chikara Hashimoto|1933|2017|actor|tt2470106,tt0068767,tt0063000,tt0375777
tt0164623|Gui yu|Gui yu|1981|\N|Horror|4.4|20|actor|\N|Hark-Sun Lau|1910|1983|actor,producer,music_department|tt0230115,tt0085127,tt1740496,tt1740518
tt0165343|Curse of the Blood|Kaidan zankoku monogatari|1968|88|Horror|7.0|53|actress|\N|Masumi Harukawa|1935|\N|actress|tt1137351,tt0123188,tt0084674,tt0323472
tt0165552|The Oiwa Phantom|Yotsuya kaidan - Oiwa no borei|1969|94|Horror|7.0|38|actor|Iyemon|Kei Satô|1928|2010|actor,music_department|tt0060277,tt0056058,tt0063198,tt0384819
tt0165689|Clash|Clash|1984|98|Horror|4.4|152|actor|Clochard|Vjenceslav Kapural|1934|\N|actor|tt0090290,tt0099554,tt0149514,tt0089756
tt0165716|Draghoula|Draghoula|1995|\N|Horror|3.2|78|actress|Ida Silverman|Victoria Barkoff|\N|\N|actress|tt0425210,tt0190884,tt0120613,tt0103352
tt0165840|Jugular Wine: A Vampire Odyssey|Jugular Wine: A Vampire Odyssey|1994|95|Horror|3.6|89|actor|Frank|Frank Miller|1957|\N|writer,producer,actor|tt0416449,tt0831887,tt0458481,tt0401792
tt0166298|Original Sins|Original Sins|1995|108|Horror|6.4|54|actor|\N|Kevin Marr|\N|\N|actor,writer,special_effects|tt11674352,tt0321953,tt0166298,tt12683778
tt0166681|Lady of the Lake|Lady of the Lake|1998|82|Horror|4.3|188|actor|David Lowry|Erik Rutherford|\N|\N|actor|tt0205700,tt0166681,tt0092325,tt0112022
tt0167071|Carmilla|Carmilla|1999|80|Horror|5.0|49|actress|MillarcaCarmilla|Bootsie Cairns|\N|\N|actress|tt0167071,tt0362716,tt0180303,tt0226054
tt0167107|Death Mask|Death Mask|1998|87|Horror|4.5|209|actor|Guido|John Nutten|\N|\N|actor|tt0432262,tt0486411,tt0120570,tt0412253
tt0167147|Evil Dead Trap|Shiryô no wana|1988|102|Horror|6.2|3146|actress|Rie Kawamura|Eriko Nakagawa|1963|\N|actress|tt3583938,tt0167147
tt0167284|Milo|Milo|1998|91|Horror|4.1|1031|actress|Claire Mullins|Jennifer Jostyn|1968|\N|actress,producer,writer|tt0120647,tt2796678,tt0251736,tt0449057
tt0167438|Talisman|Talisman|1998|72|Horror|3.7|400|actress|Elizabeth Storm|Ilinca Goia|1969|\N|actress|tt2187115,tt0110410,tt0120428,tt1274586
tt0167851|Cross of the Seven Jewels|La croce dalle 7 pietre|1987|88|Horror|2.8|265|actor|Black Mass Leader|Gordon Mitchell|1923|2003|actor|tt0059757,tt0090009,tt0056888,tt0055116
tt0168503|The Naked Beast|La bestia desnuda|1971|85|Horror|4.5|41|actor|Inspector Héctor Ibáñez|Aldo Barbero|1937|2013|actor,director|tt1980316,tt0227898,tt0062433,tt4736898
tt0171084|Back from Hell|Back from Hell|1993|82|Horror|3.4|209|actor|Cop shot in head|Chris Heikka|\N|\N|actor|tt11957206,tt0171084,tt11523762
tt0171339|Generation Ax|Generation Ax|2001|78|Horror|4.6|113|actor|Eric Pullman|Jason Gambrell|\N|\N|camera_department,actor|tt0119277,tt0171339,tt0126846
tt0171362|Obeah|Obeah|1987|110|Horror|4.6|6|actress|Avril|Suzanne Robertson|\N|\N|actress|tt0171362
tt0171388|La jena di Londra|La jena di Londra|1964|79|Horror|4.5|57|actor|Peter|Luciano Pigozzi|1927|2008|actor,production_manager|tt0084935,tt0071658,tt0096000,tt0094059
tt0171497|Lycanthrope|Lycanthrope|1999|90|Horror|3.6|152|actor|Jake Sutter|Christopher Mitchum|1943|\N|actor,miscellaneous,writer|tt0280671,tt0069457,tt0066831,tt0066301
tt0171512|The Mask of Satan|La maschera del demonio|1990|94|Horror|4.7|362|actress|Sabina|Debora Caprioglio|1968|\N|actress|tt0115494,tt0098063,tt0111222,tt0098052
tt0171700|Rock-A-Die Baby|Rock-A-Die Baby|1989|85|Horror|4.9|70|actress|Mom (Eva)|Marilyn Hassett|1947|\N|actress,stunts|tt0078044,tt0078843,tt0073496,tt0075359
tt0172949|Party Crasher: My Bloody Birthday|Party Crasher: My Bloody Birthday|2000|91|Horror|3.8|84|actor|Jim Kizay|Tom Wescott|1973|\N|actor|tt4833364,tt0172949
tt0173866|Frozen Scream|Frozen Scream|1975|85|Horror|2.9|540|actor|Tom Girard|Wolf Muser|1950|\N|actor|tt1740299,tt0452046,tt0088559,tt0285333
tt0177766|The Fall of the House of Usher|The Fall of the House of Usher|1950|73|Horror|4.6|525|actor|Jonathan|Irving Steen|1904|1970|actor|tt0177766
tt0178935|Things II|Things II|1998|79|Horror|4.1|65|actor|Sam|Dennis Tragesser|\N|\N|actor|tt0178935,tt0112816,tt0108894
tt0178965|Vampires|Vampires|\N|80|Horror|4.8|72|actress|Debbie|Robin Michaels|\N|\N|actress|tt0178965,tt0178213
tt0179243|The Inquisitor|El inquisidor|1975|90|Horror|6.0|60|actress|Susana|Elena Sedova|\N|\N|actress|tt0198413,tt5000658,tt5039104,tt0189091
tt0179334|The Masque of the Red Death|The Masque of the Red Death|1989|89|Horror|3.8|359|actress|Rebecca Stephens|Michelle McBride|\N|\N|actress,art_department|tt0105169,tt0103002,tt0165042,tt0179334
tt0180274|Unhinged|Unhinged|1982|79|Horror|4.9|1861|actress|Terry Morgan|Laurel Munson|\N|\N|actress|tt0180274
tt0180742|High Tomb|High Tomb|1995|86|Horror|4.8|51|actress|Marcie|Dena Rae Hayess|\N|\N|actress,editor|tt0108003,tt0464829,tt0113981,tt0145059
tt0180845|Molly and the Ghost|Molly and the Ghost|1991|87|Horror|4.3|112|actor|Jeff|Ron Moriarty|\N|\N|actor|tt0180845,tt0093974
tt0182314|Memórias de um Estrangulador de Loiras|Memórias de um Estrangulador de Loiras|1971|71|Horror|7.4|65|actor|\N|Guará Rodrigues|1943|2006|actor,assistant_director,sound_department|tt0185387,tt0241708,tt0190580,tt0181953
tt0182941|The Crier|The Crier|1995|78|Horror|3.3|62|actor|Jim|Glynn Beard|\N|2018|actor,director,writer|tt4461988,tt0979864,tt2415038,tt0410344
tt0183152|The Haunting of M.|The Haunting of M.|1979|98|Horror|5.5|115|actress|Halina|Nini Pitt|\N|\N|actress|tt0422670,tt0183152
tt0183344|Shear Fear|Kauhun millimetrit|1992|61|Horror|4.9|63|actor|Myyjä|Markku Huhtamo|1946|\N|actor,soundtrack|tt0273386,tt0782140,tt0093290,tt0098437
tt0183441|La lunga notte di Veronique|La lunga notte di Veronique|1966|90|Horror|5.7|51|actor|\N|Walter Pozzi|\N|\N|actor|tt0183441,tt0054587
tt0183575|Undying Love|New York Vampire|1991|76|Horror|3.1|142|actor|Scott Kelly|Tommy Sweeney|\N|\N|actor,stunts|tt0373183,tt0183575
tt0183817|The Stay Awake|The Stay Awake|1988|85|Horror|2.5|340|actress|\N|Tanya Gordon|\N|\N|actress|tt0097498,tt0097734,tt0183817
tt0183882|Things|Things|1993|81|Horror|3.5|195|actor|Jack (segment \The Wrap-Around\)|Jesse Lizarraga|\N|\N|producer,actor,editor|tt0109707,tt1776615,tt0770176,tt0329575
tt0184442|Black Magic|See goo yim tam|1993|85|Horror|4.6|21|actor|\N|Mang Lai Wong|\N|\N|actor|tt0184442,tt3980262
tt0184463|The Fear: Resurrection|The Fear: Resurrection|1999|87|Horror|3.2|962|actor|Mitch|Phillip Rhys Chaudhary|1972|\N|actor,director,producer|tt0436992,tt0285331,tt0186726,tt6903284
tt0184649|Intruder|Hung bou gai|1997|87|Horror|6.3|365|actress|Yan|Chien-Lien Wu|1968|\N|actress,music_department|tt0100777,tt0111797,tt0127468,tt0115016
tt0185702|Gui hua hu|Gui hua hu|1991|94|Horror|5.1|16|actress|\N|Jing-Shan Hsu|\N|\N|actress|tt6551246,tt0185702,tt14515446,tt0347973
tt0185976|Carnage|Carnage|1984|91|Horror|3.5|554|actor|Johnathan|Michael Chiodo|\N|\N|actor|tt0185976
tt0186833|Phoenix|Phoenix|1995|90|Horror|4.3|43|actress|Nicole|Aisha Prigann|\N|\N|actress,writer|tt13086274,tt5714794,tt0186833
tt0186993|Epitaph|Epitaph|1987|94|Horror|3.7|265|actor|Wayne|Flint Keller|\N|\N|actor,miscellaneous|tt0095477,tt0186993,tt0187025,tt0095447
tt0187025|Fresh Kill|Fresh Kill|1988|86|Horror|4.5|109|actress|Jane|Jody Jaress|1943|\N|actress,writer,miscellaneous|tt13961988,tt18394428,tt9168740,tt13377488
tt0187152|The Haunted Castle|Hiroku kaibyô-den|1969|82|Horror|6.5|164|actress|Satsuki|Yôko Atsuta|\N|\N|actress|tt7732942,tt0187152,tt7847786
tt0187530|The Astrologer|The Astrologer|1975|79|Horror|4.2|305|actor|Congressman Joe Harwell|Al Narcisse|\N|\N|actor|tt0187530
tt0187987|Incrível, Fantástico, Extraordinário|Incrível, Fantástico, Extraordinário|1969|90|Horror|7.2|13|actress|\N|Sônia Clara|1949|\N|actress|tt0145612,tt0140917,tt0205651,tt0201150
tt0188415|Anak ng asuang|Anak ng asuang|1973|\N|Horror|7.6|13|actress|\N|Vilma Santos|1953|\N|actress,soundtrack,writer|tt0098053,tt1508291,tt0189161,tt0138811
tt0188647|The Graveyard Story|The Graveyard Story|1991|93|Horror|3.8|151|actor|Ron Hunt|Adrian Paul|\N|\N|actor|tt0102113,tt0246947,tt0299681,tt0188647
tt0189472|Demented|Demented|1994|95|Horror|6.3|28|actress|\N|Nancy Borden|\N|\N|actress|tt0189472
tt0189727|Memorial Day|Memorial Day|1999|81|Horror|2.9|172|actor|Mickey|Andrew Williams|\N|\N|actor|tt0189727
tt0190012|Blood Slaves of the Vampire Wolf|Blood Slaves of the Vampire Wolf|1996|105|Horror|3.2|89|actress|Diana|Annette Perez|\N|\N|actress|tt2057385,tt0441764,tt0190012
tt0190064|Ghost Story of Two Travelers at Tenamonya|Tenamonya yurei dochu|1967|90|Horror|7.0|31|actor|Call Man|Takashi Akiyama|\N|\N|actor|tt0190064
tt0190232|Ooru naito ronga 3: Sanji|Ooru naito ronga 3: Sanji|1996|76|Horror|5.4|405|actress|Staff member of Wings (love hotel)|Meika Seri|1954|\N|actress,soundtrack|tt0328619,tt0142998,tt0235631,tt0074102
tt0190273|Blood|Blood|2000|84|Horror|4.9|235|actor|Carl Dyson|Adrian Rawlins|1958|\N|actor,soundtrack|tt0329767,tt0115751,tt1201607,tt0330373
tt0191010|Heartland of Darkness|Heartland of Darkness|1992|102|Horror|6.5|46|actress|Shannon Cornell|Shanna Thomas|\N|\N|actress|tt0191010
tt0191176|Headcrusher|Headcrusher|1999|74|Horror|3.5|208|actress|Lt. Kinderman|Marilea Butler|1959|\N|actress|tt0451165,tt1725822,tt0191176,tt6190018
tt0192358|Negatives|Negatives|1988|\N|Horror|5.9|17|actor|Charles|Duane Jones|1937|1988|actor|tt0068619,tt0178965,tt0098482,tt0063350
tt0193276|Damnation|Kárhozat|1998|82|Horror|7.3|16|actor|Voice|Tibor Balla|\N|\N|actor|tt0274871,tt0193276,tt0481095
tt0193879|Don't Panic|Don't Panic|1987|90|Horror|4.9|1034|actor|Lt. Velazco|Jorge Luke|1942|2012|actor,director,music_department|tt0109444,tt0259999,tt0073656,tt0134917
tt0194227|Body Gulch|Body Gulch|1997|65|Horror|7.3|36|actor|Mr. D|Andrew Novick|\N|\N|director,set_decorator,actor|tt0389598,tt5940302,tt0194227,tt7397244
tt0195680|The Embalmer|The Embalmer|1996|85|Horror|3.7|105|actor|Duane|Kenneth E. Mullen|\N|\N|actor|tt0195680
tt0196000|Plutonium Baby|Plutonium Baby|1987|85|Horror|2.7|251|actor|Danny as an adult|Ciarán Sheehan|1961|\N|actor|tt0098844,tt6407926,tt7254280,tt8804392
tt0196172|Trilby|Trilby|1912|50|Horror|3.0|24|actor|Svengali|Paul Askonas|1872|1935|actor|tt0196172,tt0210731,tt0240464,tt0015202
tt0196768|Mrs. Death|Mrs. Death|1999|\N|Horror|5.7|10|actor|Truck Driver|Jackson Meyers|\N|\N|actor|tt0196768
tt0197499|Funeral siniestro|Funeral siniestro|1977|103|Horror|6.4|61|actor|Rómulo|Gustavo de la Hoz|\N|\N|sound_department,actor|tt0289999,tt0195624,tt0085299,tt0091481
tt0197857|Schoolgirls in Chains|Schoolgirls in Chains|1973|90|Horror|4.9|657|actor|Robert Matthews|Stafford Morgan|1935|2018|actor|tt0099044,tt0099423,tt0075433,tt0069890
tt0198510|Geburt der Hexe|Geburt der Hexe|1980|94|Horror|5.8|24|actress|The Coutess|Anja Silja|1935|\N|actress|tt0202562,tt1742639,tt0211370,tt0085882
tt0198517|Godsend: The Evil Decimation|Godsend: The Evil Decimation|1999|58|Horror|5.8|80|actress|Monica|Elizabeth M. Hale|\N|\N|actress|tt0198517
tt0199031|An Eye for an Eye|Silmä silmästä|1999|75|Horror|4.6|166|actor|Preacher Martti Saari|Jukka-Pekka Palo|1954|\N|actor,soundtrack|tt0460557,tt0222610,tt0141595,tt0092149
tt0199439|Curse of the Blue Lights|Curse of the Blue Lights|1988|104|Horror|3.8|250|actor|Ken|Patrick Keller|\N|\N|actor|tt0199439,tt0095978,tt0233262
tt0200301|Yokai Monsters: 100 Monsters|Yôkai hyaku monogatari|1968|80|Horror|6.5|739|actor|Hotta-Buzennokami|Ryûtarô Gomi|1933|2013|actor|tt0989709,tt0199905,tt0989708,tt0056058
tt0200963|Plenilunio|Plenilunio|1994|85|Horror|7.3|72|actor|Lobizón|Martín Cabrera|\N|\N|actor|tt1866093,tt0204607,tt0200963
tt0202141|Yotsuya kaidan|Yotsuya kaidan|1959|84|Horror|6.4|69|actor|Iemon Tamiya|Kazuo Hasegawa|1908|1984|actor,writer|tt0049888,tt3026410,tt0045935,tt5528216
tt0202358|Flick|Flick|1970|83|Horror|3.9|49|actor|Prof. Preston|Sean Sullivan|1921|1985|actor|tt0062622,tt0305636,tt0176357,tt0085407
tt0202423|The Depths|Kaidan Kasane-ga-fuchi|1957|66|Horror|6.6|270|actress|Ohisa|Noriko Kitazawa|1938|\N|actress|tt0202423,tt2981802,tt2984444,tt0054964
tt0202424|The Dismembered Ghost|Kaidan barabara yurei|1968|71|Horror|6.2|23|actor|Attorney Izaki|Hachirô Tsuruoka|1927|\N|actor|tt13352892,tt6112616,tt0063392,tt13334852
tt0202496|Night of Horror|Night of Horror|1981|76|Horror|1.3|376|actress|Susan|Rebecca Bach|\N|\N|actress,writer|tt0202496,tt0129855
tt0202884|Goblet of Gore|Goblet of Gore|1996|71|Horror|3.2|150|actor|Archaologez|Gernot Rupnow|\N|\N|actor|tt0202884
tt0202937|Kaibyô Arima goten|Kaibyô Arima goten|1953|49|Horror|6.8|24|actor|\N|Shôsaku Sugiyama|1906|1992|actor|tt0198371,tt1199639,tt1305708,tt0862842
tt0202938|Ghost-Cat of Gojusan-Tsugi|Kaibyo Gojusan-tsugi|1956|87|Horror|5.5|30|actor|Gen Koheita|Toshio Chiba|\N|\N|actor|tt5362016,tt0046478,tt0056714,tt0059677
tt0202940|Kaibyô Okazaki sôdô|Kaibyô Okazaki sôdô|1954|86|Horror|6.0|20|actor|\N|Shôsaku Sugiyama|1906|1992|actor|tt0198371,tt1199639,tt1305708,tt0862842
tt0202942|The Ghost Cat of Otama Pond|Kaibyô Otama-ga-ike|1960|75|Horror|6.4|157|actor|Dr. Gensai|Yôichi Numata|1924|2006|actor|tt0167320,tt0178868,tt0218553,tt0814407
tt0202944|The Ghost-Cat Cursed Wall|Kaibyô noroi no kabe|1958|88|Horror|5.8|20|actress|\N|Chieko Murata|1915|\N|actress|tt0044745,tt9900772,tt6347808,tt0350349
tt0202945|Bakeneko: A Vengeful Spirit|Kaibyô nori no numa|1968|87|Horror|6.5|104|actor|Jônosuke Yûki|Kôtarô Satomi|1936|\N|actor,soundtrack,executive|tt0165935,tt0989708,tt0057212,tt2506410
tt0202946|Ghost in the Well|Kaidan Banchô sara-yashiki|1957|45|Horror|6.7|69|actress|\N|Michiko Hoshi|1927|\N|actress|tt0042698,tt0127496,tt5118526,tt5111878
tt0202947|The Mother Tree|Kaidan chibusa enoki|1958|48|Horror|6.1|78|actor|Shigenobu Hishikawa|Akira Nakamura|\N|\N|actor|tt0050609,tt0052331,tt0361110,tt0036400
tt0202950|Ghost Story: Depth of Kagami|Kaidan Kagami-ga-fuchi|1959|61|Horror|6.2|52|actor|Yasujirô|Shôzaburô Date|\N|\N|actor|tt2993856,tt0170962,tt2979292,tt0050609
tt0202951|The Old Temple Well|Kaidan Kakuidori|1961|78|Horror|5.6|11|actress|Kikuji|Yasuko Nakada|1933|\N|actress|tt0202141,tt1517563,tt0051217,tt2521152
tt0202952|Ghost of Saga Mansion|Kaidan Saga yashiki|1953|97|Horror|7.4|17|actor|\N|Shigeru Hasegawa|\N|\N|actor|tt0046478,tt11158786,tt0202952
tt0202956|The Ghost of the One Eyed Man|Kaidan katame no otoko|1965|84|Horror|4.6|11|actor|Kôichirô OndaKenjirô Yamauchi (plays two parts)|Kô Nishimura|1923|1997|actor|tt0082722,tt0054460,tt0057565,tt0055630
